,news_id,category,sub_category,title,abstract,url,title_entities,abstract_entitites
40474,N48326,sports,football_nfl,Jimmy Garoppolo busts out his own hip-thrusting warmup before MNF and fans had jokes,NFL QB hip warmup videos are now a thing.,https://assets.msn.com/labs/mind/BBWBDdD.html,"[{""Label"": ""Jimmy Garoppolo"", ""Type"": ""P"", ""WikidataId"": ""Q15631945"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Jimmy Garoppolo""]}, {""Label"": ""Monday Night Football"", ""Type"": ""W"", ""WikidataId"": ""Q1088765"", ""Confidence"": 0.991, ""OccurrenceOffsets"": [62], ""SurfaceForms"": [""MNF""]}]",[]
40585,N63154,lifestyle,lifestylebuzz,Scared Rabbit Abandoned In Box Clings To His Favorite Teddy Bear,"RSPCA When someone spotted a box on the side of a road in London last week, they were alarmed when they thought they saw something moving around inside it.",https://assets.msn.com/labs/mind/BBWBEEe.html,[],"[{""Label"": ""Royal Society for the Prevention of Cruelty to Animals"", ""Type"": ""O"", ""WikidataId"": ""Q584819"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""RSPCA""]}, {""Label"": ""London"", ""Type"": ""G"", ""WikidataId"": ""Q84"", ""Confidence"": 0.948, ""OccurrenceOffsets"": [58], ""SurfaceForms"": [""London""]}]"
40649,N55309,news,newsworld,Brexit donor Arron Banks tells Farage to stand down in Labour marginal seats,"Arron Banks, one of the biggest financiers behind the Brexit campaign, said Brexit Party leader Nigel Farage should stand down candidates in opposition Labour marginal seats to secure Britain's exit from the European Union.",https://assets.msn.com/labs/mind/BBWEhW9.html,"[{""Label"": ""Brexit"", ""Type"": ""U"", ""WikidataId"": ""Q7888194"", ""Confidence"": 0.993, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Brexit""]}, {""Label"": ""Arron Banks"", ""Type"": ""P"", ""WikidataId"": ""Q18205126"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [13], ""SurfaceForms"": [""Arron Banks""]}, {""Label"": ""Nigel Farage"", ""Type"": ""P"", ""WikidataId"": ""Q318471"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [31], ""SurfaceForms"": [""Farage""]}, {""Label"": ""Labour Party (UK)"", ""Type"": ""O"", ""WikidataId"": ""Q9630"", ""Confidence"": 0.993, ""OccurrenceOffsets"": [55], ""SurfaceForms"": [""Labour""]}]","[{""Label"": ""Brexit"", ""Type"": ""U"", ""WikidataId"": ""Q7888194"", ""Confidence"": 0.993, ""OccurrenceOffsets"": [54, 184], ""SurfaceForms"": [""Brexit"", ""Britain's exit from the European Union""]}, {""Label"": ""Arron Banks"", ""Type"": ""P"", ""WikidataId"": ""Q18205126"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Arron Banks""]}, {""Label"": ""Nigel Farage"", ""Type"": ""P"", ""WikidataId"": ""Q318471"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [96], ""SurfaceForms"": [""Nigel Farage""]}, {""Label"": ""Labour Party (UK)"", ""Type"": ""O"", ""WikidataId"": ""Q9630"", ""Confidence"": 0.993, ""OccurrenceOffsets"": [152], ""SurfaceForms"": [""Labour""]}, {""Label"": ""Brexit Party"", ""Type"": ""N"", ""WikidataId"": ""Q61651140"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [76], ""SurfaceForms"": [""Brexit Party""]}]"
40780,N61233,weather,weathertopstories,Nor'easter to grind at US East Coast this weekend,"High winds, heavy surf and drenching rain will pound part of the southern Atlantic coast this weekend, but some impact from the storm will expand to the coastal Northeast later this weekend to early next week.",https://assets.msn.com/labs/mind/BBWL1hi.html,"[{""Label"": ""East Coast of the United States"", ""Type"": ""G"", ""WikidataId"": ""Q4268"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [23], ""SurfaceForms"": [""US East Coast""]}]","[{""Label"": ""Northeastern United States"", ""Type"": ""U"", ""WikidataId"": ""Q24460"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [161], ""SurfaceForms"": [""Northeast""]}]"
40796,N22215,tv,tv-golden-globes,Golden Globes 2020: Ricky Gervais Returning to Host for Fifth Time,"When the 77th Annual Golden Globe Awards air on Sunday, Jan. 5 (NBC, 8/7c), the nominees won't be the only nervous people in the audience. Ricky Gervais will return to host the ceremony for a fifth time, TVLine has learned. ""Once again, they've made me an offer I can't refuse,"" Gervais said in a statement.",https://assets.msn.com/labs/mind/BBWEiks.html,"[{""Label"": ""Ricky Gervais"", ""Type"": ""P"", ""WikidataId"": ""Q23517"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [20], ""SurfaceForms"": [""Ricky Gervais""]}, {""Label"": ""Golden Globe Awards"", ""Type"": ""N"", ""WikidataId"": ""Q1011547"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Golden Globes""]}]","[{""Label"": ""Ricky Gervais"", ""Type"": ""P"", ""WikidataId"": ""Q23517"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [139, 279], ""SurfaceForms"": [""Ricky Gervais"", ""Gervais""]}, {""Label"": ""Golden Globe Awards"", ""Type"": ""N"", ""WikidataId"": ""Q1011547"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [21], ""SurfaceForms"": [""Golden Globe Awards""]}, {""Label"": ""TVLine"", ""Type"": ""M"", ""WikidataId"": ""Q7672191"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [204], ""SurfaceForms"": [""TVLine""]}, {""Label"": ""NBC"", ""Type"": ""O"", ""WikidataId"": ""Q13974"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [64], ""SurfaceForms"": [""NBC""]}]"
40913,N47981,lifestyle,lifestylebuzz,Meghan Markle Chose a Black Brocade Dress For the Royal Family's Important Outing,"On Saturday, the royal family reunited publicly for the first time in months to attend the Royal British Legion's Festival of Remembrance at the Royal Albert Hall.",https://assets.msn.com/labs/mind/BBWvYvO.html,"[{""Label"": ""Meghan, Duchess of Sussex"", ""Type"": ""N"", ""WikidataId"": ""Q3304418"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Meghan Markle""]}]","[{""Label"": ""The Royal British Legion"", ""Type"": ""O"", ""WikidataId"": ""Q1621811"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [91], ""SurfaceForms"": [""Royal British Legion's Festival of Remembrance""]}, {""Label"": ""Royal Albert Hall"", ""Type"": ""F"", ""WikidataId"": ""Q193639"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [145], ""SurfaceForms"": [""Royal Albert Hall""]}]"
41088,N62318,tv,tvnews,WWE Wrestler Jordan Myles Quits in Expletive-Filled Rant as He Brands the Company Racist,"WWE Wrestler Jordan Myles Quits, Calls Company Racist",https://assets.msn.com/labs/mind/BBWL3JR.html,"[{""Label"": ""ACH (wrestler)"", ""Type"": ""P"", ""WikidataId"": ""Q15407840"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [13], ""SurfaceForms"": [""Jordan Myles""]}, {""Label"": ""WWE"", ""Type"": ""O"", ""WikidataId"": ""Q35339"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [74], ""SurfaceForms"": [""Company""]}, {""Label"": ""WWE brand extension"", ""Type"": ""U"", ""WikidataId"": ""Q35587"", ""Confidence"": 0.991, ""OccurrenceOffsets"": [63], ""SurfaceForms"": [""Brands""]}]","[{""Label"": ""ACH (wrestler)"", ""Type"": ""P"", ""WikidataId"": ""Q15407840"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [13], ""SurfaceForms"": [""Jordan Myles""]}, {""Label"": ""Calls (TV series)"", ""Type"": ""N"", ""WikidataId"": ""Q55606464"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [33], ""SurfaceForms"": [""Calls Company""]}]"
41106,N31947,news,newsus,San Diego State University freshman hurt in fraternity incident dies,"SAN DIEGO - Dylan Hernandez, the 19-year-old San Diego State University freshman who required medical attention last week after an unspecified incident at one school's fraternities, has died, campus officials said on Monday. ""His family gave their goodbyes late Sunday night,"" SDSU President Adela de la Torre said in a statement.",https://assets.msn.com/labs/mind/BBWBG33.html,"[{""Label"": ""San Diego State University"", ""Type"": ""O"", ""WikidataId"": ""Q913861"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""San Diego State University""]}]","[{""Label"": ""San Diego State University"", ""Type"": ""O"", ""WikidataId"": ""Q913861"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0, 45], ""SurfaceForms"": [""SAN DIEGO"", ""San Diego State University""]}, {""Label"": ""Adela de la Torre"", ""Type"": ""U"", ""WikidataId"": ""Q19957351"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [292], ""SurfaceForms"": [""Adela de la Torre""]}]"
41197,N6760,lifestyle,lifestylecelebstyle,"In Honor of the 20th Annual Latin Grammys, Let's Revisit the Best Beauty Looks Over the Years","This year marks the 20th annual Latin Grammy Awards, which began in 2000 to recognize outstanding achievements in the Latin music industry.",https://assets.msn.com/labs/mind/BBWBGbx.html,"[{""Label"": ""Latin Grammy Award"", ""Type"": ""B"", ""WikidataId"": ""Q921469"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [28], ""SurfaceForms"": [""Latin Grammys""]}]",[]
41201,N41258,video,animals,Vicious rooster attacks delivery man,"UPS employees were already aware of an unfriendly rooster in a house on Bethel Island, California. This day was the first time Sonni had to deliver a parcel at this address and he faced the bird's famous attacks.",https://assets.msn.com/labs/mind/BBWHh2E.html,[],"[{""Label"": ""United Parcel Service"", ""Type"": ""O"", ""WikidataId"": ""Q155026"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""UPS""]}, {""Label"": ""Sonni"", ""Type"": ""G"", ""WikidataId"": ""Q2256621"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [127], ""SurfaceForms"": [""Sonni""]}, {""Label"": ""Bethel Island, California"", ""Type"": ""G"", ""WikidataId"": ""Q3306108"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [72], ""SurfaceForms"": [""Bethel Island""]}, {""Label"": ""California"", ""Type"": ""G"", ""WikidataId"": ""Q99"", ""Confidence"": 0.977, ""OccurrenceOffsets"": [87], ""SurfaceForms"": [""California""]}]"
41432,N46992,health,nutrition,This Is How Much It Really Takes to Lose One Pound,"It's pretty easy to drop one pound of water weight, but shedding one pound of fat is another story altogether. Here's what it really takes to lose one pound.",https://assets.msn.com/labs/mind/BBWtjti.html,"[{""Label"": ""This Is How"", ""Type"": ""N"", ""WikidataId"": ""Q54103417"", ""Confidence"": 0.953, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""This Is How""]}]",[]
41450,N62894,entertainment,celebrity,38 men who were worthy competitors for John Legend's Sexiest Man Alive title,"John Legend was revealed as People's Sexiest Man Alive this year, but here are 38 other undeniably sexy men we think deserved the title.",https://assets.msn.com/labs/mind/BBWHj7W.html,"[{""Label"": ""People (magazine)"", ""Type"": ""M"", ""WikidataId"": ""Q33659"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [53], ""SurfaceForms"": [""Sexiest Man Alive""]}, {""Label"": ""John Legend"", ""Type"": ""P"", ""WikidataId"": ""Q44857"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [39], ""SurfaceForms"": [""John Legend""]}]","[{""Label"": ""People (magazine)"", ""Type"": ""M"", ""WikidataId"": ""Q33659"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [28], ""SurfaceForms"": [""People's Sexiest Man Alive""]}, {""Label"": ""John Legend"", ""Type"": ""P"", ""WikidataId"": ""Q44857"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""John Legend""]}]"
41494,N1914,tv,tv-gallery,12 Military-Themed TV Shows to Binge-Watch on Veterans Day,"From ""M*A*S*H"" to ""JAG""",https://assets.msn.com/labs/mind/BBWqMkK.html,"[{""Label"": ""Television show"", ""Type"": ""C"", ""WikidataId"": ""Q15416"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [19], ""SurfaceForms"": [""TV Shows""]}, {""Label"": ""Binge-watching"", ""Type"": ""U"", ""WikidataId"": ""Q15094181"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [31], ""SurfaceForms"": [""Binge-Watch""]}]","[{""Label"": ""M*A*S*H (TV series)"", ""Type"": ""W"", ""WikidataId"": ""Q494244"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [6], ""SurfaceForms"": [""M*A*S*H""]}, {""Label"": ""JAG (TV series)"", ""Type"": ""W"", ""WikidataId"": ""Q754197"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [19], ""SurfaceForms"": [""JAG""]}]"
41508,N30518,entertainment,entertainment-celebrity,"Anna Faris and Michael Barrett may have just confirmed their engagement, plus more news","Did Anna Faris just confirm she's engaged to Michael Barrett? Plus, more celebrity news for Nov. 11, 2019.",https://assets.msn.com/labs/mind/BBWBKJ5.html,"[{""Label"": ""Anna Faris"", ""Type"": ""P"", ""WikidataId"": ""Q4491"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Anna Faris""]}]","[{""Label"": ""Anna Faris"", ""Type"": ""P"", ""WikidataId"": ""Q4491"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Anna Faris""]}]"
41550,N33619,news,newsus,College gymnast dies following training accident in Connecticut,"Melanie Coleman, 20, of Milford, was practicing on the bars when she suffered a spinal cord injury.",https://assets.msn.com/labs/mind/BBWBKRg.html,"[{""Label"": ""Connecticut"", ""Type"": ""G"", ""WikidataId"": ""Q779"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [52], ""SurfaceForms"": [""Connecticut""]}]",[]
41552,N63970,finance,finance-companies,Dean Foods files for bankruptcy,"Dean Foods, America's largest milk producer, is filing for bankruptcy.",https://assets.msn.com/labs/mind/BBWEnS3.html,"[{""Label"": ""Dean Foods"", ""Type"": ""O"", ""WikidataId"": ""Q645072"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Dean Foods""]}]","[{""Label"": ""Dean Foods"", ""Type"": ""O"", ""WikidataId"": ""Q645072"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Dean Foods""]}]"
41553,N47229,autos,autosmotorcycles,These Are The Best Harley-Davidson Motorcycles You Can Get For The Cheap,These are the best Harleys to buy right now.,https://assets.msn.com/labs/mind/BBWvvia.html,"[{""Label"": ""Harley-Davidson"", ""Type"": ""O"", ""WikidataId"": ""Q192814"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [19], ""SurfaceForms"": [""Harley-Davidson""]}]","[{""Label"": ""Harley-Davidson"", ""Type"": ""O"", ""WikidataId"": ""Q192814"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [19], ""SurfaceForms"": [""Harleys""]}]"
41616,N40839,sports,sports_news,Stephen Curry calls out Michael Jordan for being a 'hater',"While the opinion of arguably the greatest NBA player of all time is certainly noteworthy, most people disagree with Jordan.",https://assets.msn.com/labs/mind/BBWEnkS.html,"[{""Label"": ""Michael Jordan"", ""Type"": ""P"", ""WikidataId"": ""Q41421"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [24], ""SurfaceForms"": [""Michael Jordan""]}, {""Label"": ""Stephen Curry"", ""Type"": ""P"", ""WikidataId"": ""Q352159"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Stephen Curry""]}]","[{""Label"": ""Michael Jordan"", ""Type"": ""P"", ""WikidataId"": ""Q41421"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [117], ""SurfaceForms"": [""Jordan""]}, {""Label"": ""National Basketball Association"", ""Type"": ""O"", ""WikidataId"": ""Q155223"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [43], ""SurfaceForms"": [""NBA""]}]"
41661,N16291,news,newsgoodnews,"Helping veterans launch startups: 'There's a level of resilience that a lot of people in the military have, which is great for running your own business'","Ask Navy veteran-turned-entrepreneur Todd Connor to describe the experience of leaving military service and his answer goes something like this: Imagine you are a successful lawyer in Seattle, and then your career ends on a Friday. By Monday you're living in San Antonio and can have any career you want, except being a lawyer.",https://assets.msn.com/labs/mind/BBWEo5h.html,[],"[{""Label"": ""San Antonio"", ""Type"": ""G"", ""WikidataId"": ""Q975"", ""Confidence"": 0.965, ""OccurrenceOffsets"": [259], ""SurfaceForms"": [""San Antonio""]}, {""Label"": ""Seattle"", ""Type"": ""G"", ""WikidataId"": ""Q5083"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [184], ""SurfaceForms"": [""Seattle""]}]"
41694,N57535,news,newspolitics,Pentagon official testifies Trump directed freeze on aid to Ukraine,"Asked if the president was authorized to order that type of hold, Laura Cooper said there were concerns that he wasn't.",https://assets.msn.com/labs/mind/BBWBL08.html,"[{""Label"": ""Ukraine"", ""Type"": ""G"", ""WikidataId"": ""Q212"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [60], ""SurfaceForms"": [""Ukraine""]}, {""Label"": ""Donald Trump"", ""Type"": ""P"", ""WikidataId"": ""Q22686"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [28], ""SurfaceForms"": [""Trump""]}, {""Label"": ""The Pentagon"", ""Type"": ""F"", ""WikidataId"": ""Q11208"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Pentagon""]}]",[]
41741,N64851,news,newsus,Former U.S. President Carter recovering in hospital after successful brain procedure,"Former U.S. President Jimmy Carter was recovering at an Atlanta hospital on Tuesday after safely undergoing a procedure to relieve pressure on his brain from bleeding caused by recent falls, the Carter Center said in a statement.",https://assets.msn.com/labs/mind/BBWEoZ6.html,"[{""Label"": ""Jimmy Carter"", ""Type"": ""P"", ""WikidataId"": ""Q23685"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [12], ""SurfaceForms"": [""President Carter""]}]","[{""Label"": ""Jimmy Carter"", ""Type"": ""P"", ""WikidataId"": ""Q23685"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [7], ""SurfaceForms"": [""U.S. President Jimmy Carter""]}, {""Label"": ""Carter Center"", ""Type"": ""O"", ""WikidataId"": ""Q118483"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [195], ""SurfaceForms"": [""Carter Center""]}, {""Label"": ""Atlanta"", ""Type"": ""G"", ""WikidataId"": ""Q23556"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [56], ""SurfaceForms"": [""Atlanta""]}]"
41819,N36232,autos,autosenthusiasts,Electric Ford Mustang GTE Fan Video Depicts A Shocking Future Pony,It's unlike any Mustang EV rendering we've seen thus far.,https://assets.msn.com/labs/mind/BBWw05B.html,"[{""Label"": ""Ford Mustang"", ""Type"": ""V"", ""WikidataId"": ""Q183476"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [9], ""SurfaceForms"": [""Ford Mustang""]}, {""Label"": ""GTE"", ""Type"": ""O"", ""WikidataId"": ""Q3759492"", ""Confidence"": 0.998, ""OccurrenceOffsets"": [22], ""SurfaceForms"": [""GTE""]}]",[]
